Alpha,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5
0.01,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.02,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.03,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.04,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.05,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.06,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.07,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.08,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.09,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.1,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.11,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.12,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.13,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.14,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.15,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.16,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.17,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.18,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.19,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.2,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.21,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.22,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.23,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.24,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.25,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.26,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.27,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.28,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.29,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
0.3,4.636127438423032,2.3447569942412847,1.0404392429388345,1.9025823612657602,1.1714425355896207
