Alpha,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5
0.01,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.02,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.03,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.04,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.05,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.06,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.07,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.08,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.09,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.1,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.11,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.12,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.13,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.14,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.15,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.16,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.17,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.18,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.19,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.2,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.21,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.22,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.23,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.24,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.25,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.26,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.27,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.28,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.29,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
0.3,4.183453284602779,4.880841019376595,4.313023913798281,6.087786933513538,4.75423182713071
